customer_id,churn_probability
12346.0,0.34765708317281474
12347.0,0.21078298133561804
12348.0,0.39632832943600405
12349.0,0.07842418675002498
12350.0,0.7358383954529322
12351.0,0.7366715221813013
12352.0,0.33976122416774357
12353.0,0.6355195221232046
12354.0,0.6176285709171639
12355.0,0.4977221349856016
12356.0,0.20356016955370698
12357.0,0.11323099856133526
12358.0,0.10396182641416417
12359.0,0.029107983524230777
12360.0,0.1059732167544142
12361.0,0.4322587442821731
12362.0,0.049827783062417155
12363.0,0.6672529882863913
12364.0,0.6092823688276242
12365.0,0.7526097594431933
12366.0,0.7284514892013654
12367.0,0.7567336799709861
12368.0,0.6700665552814623
12369.0,0.46678648554493674
12370.0,0.2296039865876892
12370.0,0.14083159416734006
12371.0,0.12195153231568578
12372.0,0.5428474880756118
12373.0,0.44017633021639974
12374.0,0.1886052281015845
12375.0,0.6925265640580984
12376.0,0.7328979216248471
12377.0,0.3344198989219011
12378.0,0.1474542301927155
12379.0,0.30133711714377653
12380.0,0.07297559582754388
12381.0,0.5862535050196096
12382.0,0.7806999637319633
12383.0,0.5250283157636367
12384.0,0.6803890906942931
12385.0,0.6190920718319595
12386.0,0.7245968540111655
12387.0,0.7604347815534567
12388.0,0.15747866495505392
12389.0,0.5068701117714165
12390.0,0.701862402842564
12391.0,0.08153677202611571
12392.0,0.7526411435077601
12393.0,0.34918916271138867
12394.0,0.7138726102325287
12394.0,0.6679168902195732
12395.0,0.10844734087393992
12396.0,0.6305412642005745
12397.0,0.48619960377325855
12398.0,0.5335706582094637
12399.0,0.22346067094618616
12400.0,0.7529481286927513
12401.0,0.7685639735023518
12402.0,0.3996996297382836
12403.0,0.3898391268481096
12404.0,0.7730931651115016
12405.0,0.5592630663560305
12406.0,0.08232602056313326
12407.0,0.5089964506570616
12408.0,0.19893215993382485
12409.0,0.05781048027474577
12410.0,0.5652915860474567
12411.0,0.7308723282681345
12412.0,0.24228853855265448
12413.0,0.4533611555623447
12413.0,0.6070879671195333
12414.0,0.5263139621908693
12415.0,0.030624579884036593
12416.0,0.7533008832828583
12417.0,0.04068324499745735
12417.0,0.1869998740431819
12418.0,0.22342770309132798
12419.0,0.7244252723609517
12420.0,0.6984046871436006
12421.0,0.27205020035163674
12422.0,0.16327515042565305
12422.0,0.13207520989017293
12423.0,0.2172494657265296
12423.0,0.4548210555328595
12424.0,0.16748747565836963
12425.0,0.36547953828999075
12426.0,0.3226227662765729
12427.0,0.4231327313039261
12428.0,0.2111834452253861
12429.0,0.35247716903303367
12429.0,0.12739267721438488
12430.0,0.747847390610295
12431.0,0.07101632245214187
12431.0,0.11650299838561812
12432.0,0.4343707302608314
12433.0,0.04821014381875118
12434.0,0.44810901770371075
12435.0,0.0607580918421194
12436.0,0.7179401287518895
12437.0,0.02639478402521858
12438.0,0.45813077120561846
12439.0,0.6577695220396764
12440.0,0.5510492756965676
12441.0,0.7387997213654063
12442.0,0.755774022220799
12443.0,0.7168064636337583
12444.0,0.389410374258818
12445.0,0.45635784864406365
12446.0,0.6269176048822219
12447.0,0.71412114216092
12448.0,0.7201151757038137
12449.0,0.22284559174319452
12449.0,0.4948342244820298
12450.0,0.4521830300085363
12451.0,0.04398507857277492
12452.0,0.7492962004139757
12453.0,0.6755170802499827
12454.0,0.14681547512576298
12455.0,0.0863685625995473
12455.0,0.2160759244258639
12456.0,0.41560690136273953
12457.0,0.5056422443345011
12457.0,0.3257642038910099
12458.0,0.32559446969671213
12459.0,0.7188877662086235
12460.0,0.7358905639606332
12461.0,0.6796391109787377
12462.0,0.46165595047242974
12463.0,0.5255516467864777
12464.0,0.4746882863631479
12465.0,0.6073303832985188
12466.0,0.7737069712987684
12467.0,0.7562476379527204
12468.0,0.14714548016679124
12469.0,0.5268138485782176
12470.0,0.7441364174398581
12471.0,0.01857990606392365
12472.0,0.017261425441832606
12473.0,0.4612343044696904
12474.0,0.02720794419849229
12475.0,0.4656034209705566
12476.0,0.050715708349749894
12477.0,0.024893742383983182
12478.0,0.6835034859438782
12479.0,0.7364348893739597
12480.0,0.14184518101991686
12481.0,0.0553066659633051
12482.0,0.34954942250638593
12483.0,0.10022125585603929
12484.0,0.034158398135263335
12485.0,0.6823294042572438
12486.0,0.6305371180143627
12487.0,0.764173681151084
12488.0,0.6519664928972918
12489.0,0.7369864697992112
12490.0,0.04072037093858683
12491.0,0.7167737304384363
12492.0,0.4760991252700183
12493.0,0.7314129437030412
12494.0,0.1646974267547732
12495.0,0.7488637764823013
12496.0,0.7698681294269943
12497.0,0.1291944592074582
12498.0,0.728265506548358
12499.0,0.7226489920864748
12500.0,0.09516752972219888
12501.0,0.5234237916510541
12502.0,0.4021714623715806
12503.0,0.6554037592580848
12504.0,0.2574093799003357
12505.0,0.6413204127719843
12506.0,0.7579139251775588
12507.0,0.308480264492588
12508.0,0.7187404112370238
12509.0,0.7583930643833751
12510.0,0.13360742862079583
12511.0,0.4228562700684155
12512.0,0.7519041587447991
12513.0,0.7112617001779546
12514.0,0.4041736382968409
12515.0,0.7312170476133032
